2026-06-08 21:06:37 | DEBUG    | CIA-Guardian | GuardianEngine initialized
2026-06-08 21:07:30 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:07:30 | DEBUG    | CIA-Guardian | Executing PowerShell: Get-MpPreference -ErrorAction Stop | Select-Object -First 1
2026-06-08 21:07:35 | DEBUG    | CIA-Guardian | Executing PowerShell: $pref = Get-MpPreference; $ids = $pref.AttackSurfaceReductionRules_Ids; $actions = $pref.AttackSurfaceReductionRules_Actions; if ($ids) { for ($i=0; $i -lt $ids.Count; $i++) { Write-Output "$($ids[$i])=$($actions[$i])" } } else { Write-Output "NONE" }
2026-06-08 21:07:35 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:07:35 | DEBUG    | CIA-Guardian | Executing PowerShell: $pref = Get-MpPreference; $ids = $pref.AttackSurfaceReductionRules_Ids; $actions = $pref.AttackSurfaceReductionRules_Actions; if ($ids) { for ($i=0; $i -lt $ids.Count; $i++) { Write-Output "$($ids[$i])=$($actions[$i])" } } else { Write-Output "NONE" }
2026-06-08 21:07:39 | [32mINFO[0m | CIA-Guardian | [INTG-19] Dry run - skipping remediation
2026-06-08 21:07:39 | [32mINFO[0m | CIA-Guardian | [INTG-19] Attack Surface Reduction Rules: Non-Compliant - No ASR rules configured
2026-06-08 21:07:39 | [32mINFO[0m | CIA-Guardian | [INTG-20] Starting audit: VBS/HVCI Memory Integrity
2026-06-08 21:07:39 | DEBUG    | CIA-Guardian | Executing PowerShell: $info = Get-ComputerInfo -Property HyperVisorPresent, DeviceGuardSmartStatus, DeviceGuardSecurityServicesConfigured, DeviceGuardSecurityServicesRunning -ErrorAction SilentlyContinue; if ($info) { $info | ConvertTo-Json } else { Write-Output "UNAVAILABLE" }
2026-06-08 21:07:39 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:07:39 | DEBUG    | CIA-Guardian | Executing PowerShell: $info = Get-ComputerInfo -Property HyperVisorPresent, DeviceGuardSmartStatus, DeviceGuardSecurityServicesConfigured, DeviceGuardSecurityServicesRunning -ErrorAction SilentlyContinue; if ($info) { $info | ConvertTo-Json } else { Write-Output "UNAVAILABLE" }
2026-06-08 21:07:46 | DEBUG    | CIA-Guardian | Executing PowerShell: try { $dg = Get-CimInstance -ClassName Win32_DeviceGuard -Namespace root\Microsoft\Windows\DeviceGuard -ErrorAction Stop; Write-Output "VBS_AVAILABLE=$($dg.VirtualizationBasedSecurityStatus)"; Write-Output "SERVICES_RUNNING=$($dg.SecurityServicesRunning -join ",")"; Write-Output "SERVICES_CONFIGURED=$($dg.SecurityServicesConfigured -join ",")" } catch { Write-Output "WMI_ERROR" }
2026-06-08 21:07:46 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:07:46 | DEBUG    | CIA-Guardian | Executing PowerShell: try { $dg = Get-CimInstance -ClassName Win32_DeviceGuard -Namespace root\Microsoft\Windows\DeviceGuard -ErrorAction Stop; Write-Output "VBS_AVAILABLE=$($dg.VirtualizationBasedSecurityStatus)"; Write-Output "SERVICES_RUNNING=$($dg.SecurityServicesRunning -join ",")"; Write-Output "SERVICES_CONFIGURED=$($dg.SecurityServicesConfigured -join ",")" } catch { Write-Output "WMI_ERROR" }
2026-06-08 21:07:50 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SYSTEM\CurrentControlSet\Control\DeviceGuard" /v "EnableVirtualizationBasedSecurity"
2026-06-08 21:07:50 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SYSTEM\CurrentControlSet\Control\DeviceGuard\Scenarios\HypervisorEnforcedCodeIntegrity" /v "Enabled"
2026-06-08 21:07:50 | [32mINFO[0m | CIA-Guardian | [INTG-20] Dry run - skipping remediation
2026-06-08 21:07:50 | [32mINFO[0m | CIA-Guardian | [INTG-20] VBS/HVCI Memory Integrity: Non-Compliant - VBS running but HVCI (Memory Integrity) not enabled
2026-06-08 21:07:50 | [32mINFO[0m | CIA-Guardian | [INTG-21] Starting audit: Windows Exploit Protection
2026-06-08 21:07:50 | DEBUG    | CIA-Guardian | Executing PowerShell: 
            try {
                $mitigations = Get-ProcessMitigation -System -ErrorAction Stop
                $results = @{
                    DEP = $mitigations.DEP.Enable
                    CFG = $mitigations.CFG.Enable
                    SEHOP = $mitigations.SEHOP.Enable
                    ForceRelocateImages = $mitigations.ASLR.ForceRelocateImages
                    BottomUp = $mitigations.ASLR.BottomUp
                    HighEntropy = $mitigations.ASLR.HighEntropy
                }
                $results | ConvertTo-Json
            } catch {
                Write-Output "ERROR: $_"
            }
            
2026-06-08 21:07:50 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:07:50 | DEBUG    | CIA-Guardian | Executing PowerShell: 
            try {
                $mitigations = Get-ProcessMitigation -System -ErrorAction Stop
                $results = @{
                    DEP = $mitigations.DEP.Enable
                    CFG = $mitigations.CFG.Enable
                    SEHOP = $mitigations.SEHOP.Enable
                    ForceRelocateImages = $mitigations.ASLR.ForceRelocateImages
                    BottomUp = $mitigations.ASLR.BottomUp
                    HighEntropy = $mitigations.ASLR.HighEntropy
                }
                $results | ConvertTo-Json
            } catch {
                Write-Output "ERROR: $_"
            }
            
2026-06-08 21:07:55 | [32mINFO[0m | CIA-Guardian | [INTG-21] Dry run - skipping remediation
2026-06-08 21:07:55 | [32mINFO[0m | CIA-Guardian | [INTG-21] Windows Exploit Protection: Non-Compliant - System mitigations: 0/4 enabled. DEP: Disabled/NotSet, CFG: Disabled/NotSet, SEHOP: Disabled/NotSet, Mandatory ASLR: Disabled/NotSet
2026-06-08 21:07:55 | [32mINFO[0m | CIA-Guardian | [INTG-22] Starting audit: Controlled Folder Access
2026-06-08 21:07:55 | DEBUG    | CIA-Guardian | Executing PowerShell: 
            $status = Get-MpComputerStatus -ErrorAction SilentlyContinue
            if ($status) {
                if ($status.AMServiceEnabled -and $status.AntispywareEnabled) {
                    Write-Output "DEFENDER_ACTIVE"
                } else {
                    Write-Output "DEFENDER_DISABLED"
                }
            } else {
                Write-Output "DEFENDER_NOT_AVAILABLE"
            }
            
2026-06-08 21:07:56 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:07:56 | DEBUG    | CIA-Guardian | Executing PowerShell: 
            $status = Get-MpComputerStatus -ErrorAction SilentlyContinue
            if ($status) {
                if ($status.AMServiceEnabled -and $status.AntispywareEnabled) {
                    Write-Output "DEFENDER_ACTIVE"
                } else {
                    Write-Output "DEFENDER_DISABLED"
                }
            } else {
                Write-Output "DEFENDER_NOT_AVAILABLE"
            }
            
2026-06-08 21:08:00 | DEBUG    | CIA-Guardian | Executing PowerShell: (Get-MpPreference).EnableControlledFolderAccess
2026-06-08 21:08:00 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:08:00 | DEBUG    | CIA-Guardian | Executing PowerShell: (Get-MpPreference).EnableControlledFolderAccess
2026-06-08 21:08:08 | [32mINFO[0m | CIA-Guardian | [INTG-22] Dry run - skipping remediation
2026-06-08 21:08:08 | [32mINFO[0m | CIA-Guardian | [INTG-22] Controlled Folder Access: Non-Compliant - Controlled Folder Access is Disabled (value: 0)
2026-06-08 21:08:08 | [32mINFO[0m | CIA-Guardian | [INTG-23] Starting audit: Early Launch Anti-Malware
2026-06-08 21:08:08 | DEBUG    | CIA-Guardian | Executing PowerShell: 
            $env = [System.Environment]::GetFolderPath('System')
            $firmware = (Get-ItemProperty -Path 'HKLM:\SYSTEM\CurrentControlSet\Control\SecureBoot\State' -Name 'UEFISecureBootEnabled' -ErrorAction SilentlyContinue).UEFISecureBootEnabled
            if ($firmware -eq 1) { "UEFI" } 
            elseif (Test-Path "$env\..\EFI") { "UEFI_NO_SECUREBOOT" }
            else { "LEGACY_BIOS" }
            
2026-06-08 21:08:08 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:08:08 | DEBUG    | CIA-Guardian | Executing PowerShell: 
            $env = [System.Environment]::GetFolderPath('System')
            $firmware = (Get-ItemProperty -Path 'HKLM:\SYSTEM\CurrentControlSet\Control\SecureBoot\State' -Name 'UEFISecureBootEnabled' -ErrorAction SilentlyContinue).UEFISecureBootEnabled
            if ($firmware -eq 1) { "UEFI" } 
            elseif (Test-Path "$env\..\EFI") { "UEFI_NO_SECUREBOOT" }
            else { "LEGACY_BIOS" }
            
2026-06-08 21:08:10 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SYSTEM\CurrentControlSet\Control\EarlyLaunch" /v DriverLoadPolicy 2>nul
2026-06-08 21:08:10 | [32mINFO[0m | CIA-Guardian | [INTG-23] Dry run - skipping remediation
2026-06-08 21:08:10 | [32mINFO[0m | CIA-Guardian | [INTG-23] Early Launch Anti-Malware: N/A - Legacy BIOS boot detected - ELAM requires UEFI for full protection
2026-06-08 21:08:10 | [32mINFO[0m | CIA-Guardian | [AVBL-01] Starting audit: Windows Firewall
2026-06-08 21:08:10 | DEBUG    | CIA-Guardian | Executing CMD: netsh advfirewall show allprofiles
2026-06-08 21:08:11 | [32mINFO[0m | CIA-Guardian | [AVBL-01] Already compliant
2026-06-08 21:08:11 | [32mINFO[0m | CIA-Guardian | [AVBL-01] Windows Firewall: Compliant - Firewall is ON for all profiles
2026-06-08 21:08:11 | [32mINFO[0m | CIA-Guardian | [AVBL-02] Starting audit: Volume Shadow Copy Service
2026-06-08 21:08:11 | DEBUG    | CIA-Guardian | Executing CMD: sc query vss
2026-06-08 21:08:11 | [32mINFO[0m | CIA-Guardian | [AVBL-02] Dry run - skipping remediation
2026-06-08 21:08:11 | [32mINFO[0m | CIA-Guardian | [AVBL-02] Volume Shadow Copy Service: Non-Compliant - VSS service is STOPPED
2026-06-08 21:08:11 | [32mINFO[0m | CIA-Guardian | [AVBL-03] Starting audit: Virtual Memory Configuration
2026-06-08 21:08:11 | DEBUG    | CIA-Guardian | Executing CMD: wmic pagefile list /format:list
2026-06-08 21:08:11 | [32mINFO[0m | CIA-Guardian | [AVBL-03] Dry run - skipping remediation
2026-06-08 21:08:11 | [32mINFO[0m | CIA-Guardian | [AVBL-03] Virtual Memory Configuration: Non-Compliant - Page file size: 768MB (< 4096MB)
2026-06-08 21:08:11 | [32mINFO[0m | CIA-Guardian | [AVBL-04] Starting audit: Windows Time Service
2026-06-08 21:08:11 | DEBUG    | CIA-Guardian | Executing PowerShell: Get-Service W32Time | Select-Object -ExpandProperty Status
2026-06-08 21:08:11 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:08:11 | DEBUG    | CIA-Guardian | Executing PowerShell: Get-Service W32Time | Select-Object -ExpandProperty Status
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-04] Dry run - skipping remediation
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-04] Windows Time Service: Non-Compliant - W32Time service is STOPPED
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-05] Starting audit: Password Minimum Length
2026-06-08 21:08:14 | DEBUG    | CIA-Guardian | Executing CMD: net accounts
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-05] Dry run - skipping remediation
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-05] Password Minimum Length: Non-Compliant - Minimum password length: 0 characters
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-06] Starting audit: Password Complexity
2026-06-08 21:08:14 | DEBUG    | CIA-Guardian | Executing CMD: secedit /export /cfg %TEMP%\secpol.cfg /quiet
2026-06-08 21:08:14 | [31mERROR[0m | CIA-Guardian | [AVBL-06] Audit failed: 
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-06] Password Complexity: Error - Failed to export security policy
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-07] Starting audit: Account Lockout Threshold
2026-06-08 21:08:14 | DEBUG    | CIA-Guardian | Executing CMD: net accounts
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-07] Dry run - skipping remediation
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-07] Account Lockout Threshold: Non-Compliant - Account lockout threshold: 10 (should be 3-5)
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-08] Starting audit: Account Lockout Duration
2026-06-08 21:08:14 | DEBUG    | CIA-Guardian | Executing CMD: net accounts
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-08] Dry run - skipping remediation
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-08] Account Lockout Duration: Non-Compliant - Account lockout duration: 10 minutes
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-09] Starting audit: Password History
2026-06-08 21:08:14 | DEBUG    | CIA-Guardian | Executing CMD: net accounts
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-09] Dry run - skipping remediation
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-09] Password History: Non-Compliant - Password history: 0 passwords
2026-06-08 21:08:14 | [32mINFO[0m | CIA-Guardian | [AVBL-10] Starting audit: Password Maximum Age
2026-06-08 21:08:14 | DEBUG    | CIA-Guardian | Executing CMD: net accounts
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-10] Already compliant
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-10] Password Maximum Age: Compliant - Password maximum age: 42 days
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-11] Starting audit: Windows Update Service
2026-06-08 21:08:15 | DEBUG    | CIA-Guardian | Executing CMD: sc query wuauserv
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-11] Dry run - skipping remediation
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-11] Windows Update Service: Non-Compliant - Service 'wuauserv' is Stopped
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-12] Starting audit: Windows Defender Service
2026-06-08 21:08:15 | DEBUG    | CIA-Guardian | Executing CMD: sc query WinDefend
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-12] Already compliant
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-12] Windows Defender Service: Compliant - Service 'WinDefend' is Running
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-13] Starting audit: BITS Service
2026-06-08 21:08:15 | DEBUG    | CIA-Guardian | Executing CMD: sc query BITS
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-13] Dry run - skipping remediation
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-13] BITS Service: Non-Compliant - Service 'BITS' is Stopped
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-14] Starting audit: Event Log Service
2026-06-08 21:08:15 | DEBUG    | CIA-Guardian | Executing CMD: sc query EventLog
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-14] Already compliant
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-14] Event Log Service: Compliant - Service 'EventLog' is Running
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-15] Starting audit: Crash Dump Configuration
2026-06-08 21:08:15 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SYSTEM\CurrentControlSet\Control\CrashControl" /v "CrashDumpEnabled"
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-15] Already compliant
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-15] Crash Dump Configuration: Compliant - Crash dump type: Small memory dump
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-16] Starting audit: Auto Restart Sign-on Disabled
2026-06-08 21:08:15 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System" /v "DisableAutomaticRestartSignOn"
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-16] Dry run - skipping remediation
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-16] Auto Restart Sign-on Disabled: Non-Compliant - Registry value 'DisableAutomaticRestartSignOn' not found
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-17] Starting audit: Screen Saver Timeout
2026-06-08 21:08:15 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKCU\Control Panel\Desktop" /v "ScreenSaveTimeOut"
2026-06-08 21:08:15 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKCU\Control Panel\Desktop" /v "ScreenSaveActive"
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-17] Dry run - skipping remediation
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-17] Screen Saver Timeout: Non-Compliant - Screen saver timeout not configured
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | [AVBL-18] Starting audit: Backup Configuration
2026-06-08 21:08:15 | DEBUG    | CIA-Guardian | Executing PowerShell: 
            $svc = Get-Service -Name wbengine -ErrorAction SilentlyContinue
            if ($svc) {
                Write-Output "SERVICE:$($svc.Status):$($svc.StartType)"
            } else {
                Write-Output "SERVICE:NOT_FOUND"
            }
            
2026-06-08 21:08:15 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:08:15 | DEBUG    | CIA-Guardian | Executing PowerShell: 
            $svc = Get-Service -Name wbengine -ErrorAction SilentlyContinue
            if ($svc) {
                Write-Output "SERVICE:$($svc.Status):$($svc.StartType)"
            } else {
                Write-Output "SERVICE:NOT_FOUND"
            }
            
2026-06-08 21:08:18 | DEBUG    | CIA-Guardian | Executing PowerShell: (Get-WmiObject Win32_OperatingSystem).ProductType
2026-06-08 21:08:18 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:08:18 | DEBUG    | CIA-Guardian | Executing PowerShell: (Get-WmiObject Win32_OperatingSystem).ProductType
2026-06-08 21:08:21 | DEBUG    | CIA-Guardian | Executing PowerShell: 
                $fhPath = 'HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\FileHistory'
                if (Test-Path $fhPath) {
                    $config = Get-ItemProperty -Path $fhPath -ErrorAction SilentlyContinue
                    if ($config.ProtectedUpgraded -or $config.ProtectedUntilTime) {
                        Write-Output "FILE_HISTORY:CONFIGURED"
                    } else {
                        Write-Output "FILE_HISTORY:PRESENT_NOT_CONFIGURED"
                    }
                } else {
                    Write-Output "FILE_HISTORY:NOT_CONFIGURED"
                }
                
2026-06-08 21:08:21 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:08:21 | DEBUG    | CIA-Guardian | Executing PowerShell: 
                $fhPath = 'HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\FileHistory'
                if (Test-Path $fhPath) {
                    $config = Get-ItemProperty -Path $fhPath -ErrorAction SilentlyContinue
                    if ($config.ProtectedUpgraded -or $config.ProtectedUntilTime) {
                        Write-Output "FILE_HISTORY:CONFIGURED"
                    } else {
                        Write-Output "FILE_HISTORY:PRESENT_NOT_CONFIGURED"
                    }
                } else {
                    Write-Output "FILE_HISTORY:NOT_CONFIGURED"
                }
                
2026-06-08 21:08:25 | DEBUG    | CIA-Guardian | Executing PowerShell: 
            $vss = Get-Service -Name VSS -ErrorAction SilentlyContinue
            if ($vss -and $vss.StartType -ne 'Disabled') { "VSS:AVAILABLE" } else { "VSS:UNAVAILABLE" }
            
2026-06-08 21:08:25 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:08:25 | DEBUG    | CIA-Guardian | Executing PowerShell: 
            $vss = Get-Service -Name VSS -ErrorAction SilentlyContinue
            if ($vss -and $vss.StartType -ne 'Disabled') { "VSS:AVAILABLE" } else { "VSS:UNAVAILABLE" }
            
2026-06-08 21:08:28 | [32mINFO[0m | CIA-Guardian | [AVBL-18] Already compliant
2026-06-08 21:08:28 | [32mINFO[0m | CIA-Guardian | [AVBL-18] Backup Configuration: Compliant - Windows Backup Engine: Stopped (Manual); File History: Not configured; Volume Shadow Copy: Available
2026-06-08 21:08:28 | [32mINFO[0m | CIA-Guardian | [NETW-01] Starting audit: NetBIOS over TCP/IP Disabled
2026-06-08 21:08:28 | DEBUG    | CIA-Guardian | Executing PowerShell: Get-WmiObject Win32_NetworkAdapterConfiguration | Where-Object { $_.IPEnabled -eq $true } | Select-Object -ExpandProperty TcpipNetbiosOptions
2026-06-08 21:08:28 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
2026-06-08 21:08:28 | DEBUG    | CIA-Guardian | Executing PowerShell: Get-WmiObject Win32_NetworkAdapterConfiguration | Where-Object { $_.IPEnabled -eq $true } | Select-Object -ExpandProperty TcpipNetbiosOptions
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-01] Dry run - skipping remediation
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-01] NetBIOS over TCP/IP Disabled: Non-Compliant - NetBIOS over TCP/IP is enabled on one or more adapters
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-02] Starting audit: LLMNR Disabled
2026-06-08 21:08:31 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient" /v "EnableMulticast"
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-02] Dry run - skipping remediation
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-02] LLMNR Disabled: Non-Compliant - Registry value 'EnableMulticast' not found
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-03] Starting audit: WPAD Disabled
2026-06-08 21:08:31 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad" /v "WpadOverride"
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-03] Dry run - skipping remediation
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-03] WPAD Disabled: Non-Compliant - Registry value 'WpadOverride' not found
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-04] Starting audit: IPv6 Disabled
2026-06-08 21:08:31 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters" /v "DisabledComponents"
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-04] Dry run - skipping remediation
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-04] IPv6 Disabled: Non-Compliant - Registry value 'DisabledComponents' not found
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-05] Starting audit: Windows Firewall Logging
2026-06-08 21:08:31 | DEBUG    | CIA-Guardian | Executing CMD: netsh advfirewall show allprofiles logging
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-05] Dry run - skipping remediation
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-05] Windows Firewall Logging: Non-Compliant - Firewall logging is not fully enabled
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-06] Starting audit: Firewall Default Deny Inbound
2026-06-08 21:08:31 | DEBUG    | CIA-Guardian | Executing CMD: netsh advfirewall show allprofiles firewallpolicy
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-06] Already compliant
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-06] Firewall Default Deny Inbound: Compliant - Firewall blocks inbound connections by default
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-07] Starting audit: WiFi Sense Disabled
2026-06-08 21:08:31 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SOFTWARE\Microsoft\WcmSvc\wifinetworkmanager\config" /v "AutoConnectAllowedOEM"
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-07] Dry run - skipping remediation
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-07] WiFi Sense Disabled: Non-Compliant - Registry value 'AutoConnectAllowedOEM' not found
2026-06-08 21:08:31 | [32mINFO[0m | CIA-Guardian | [NETW-08] Starting audit: Hotspot 2.0 Disabled
2026-06-08 21:08:31 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SOFTWARE\Microsoft\WlanSvc\AnqpCache" /v "OsuRegistrationStatus"
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-08] Dry run - skipping remediation
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-08] Hotspot 2.0 Disabled: Non-Compliant - Registry value 'OsuRegistrationStatus' not found
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-09] Starting audit: Network Discovery Disabled
2026-06-08 21:08:32 | DEBUG    | CIA-Guardian | Executing CMD: netsh advfirewall firewall show rule name="Network Discovery (LLMNR-UDP-In)"
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-09] Dry run - skipping remediation
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-09] Network Discovery Disabled: Non-Compliant - Network Discovery is enabled
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-10] Starting audit: File and Printer Sharing Disabled
2026-06-08 21:08:32 | DEBUG    | CIA-Guardian | Executing CMD: netsh advfirewall firewall show rule name="File and Printer Sharing (SMB-In)"
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-10] Already compliant
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-10] File and Printer Sharing Disabled: Compliant - File and Printer Sharing properly restricted
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-11] Starting audit: ICMP Redirect Disabled
2026-06-08 21:08:32 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters" /v "EnableICMPRedirect"
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-11] Dry run - skipping remediation
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-11] ICMP Redirect Disabled: Non-Compliant - Registry value 'EnableICMPRedirect' not found
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-12] Starting audit: Source Routing Disabled
2026-06-08 21:08:32 | DEBUG    | CIA-Guardian | Executing CMD: reg query "HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters" /v "DisableIPSourceRouting"
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-12] Dry run - skipping remediation
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-12] Source Routing Disabled: Non-Compliant - Registry value 'DisableIPSourceRouting' not found
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | [NETW-13] Starting audit: DNS over HTTPS Enabled
2026-06-08 21:08:32 | DEBUG    | CIA-Guardian | Executing PowerShell: [System.Environment]::OSVersion.Version | Select-Object Major, Minor, Build | ConvertTo-Json
2026-06-08 21:08:32 | [32mINFO[0m | CIA-Guardian | pwsh not found, falling back to powershell
